field_1,API_NUMBER,TABLE_NAME,WHO,INTERPRET_DATE,FORMATION,THICKNESS,TOP,BOTTOM,LATITUDE,LONGITUDE,Elevation_point_data1
"1239006","120932471000",DESCRIPTIONS,BBC,5/9/2007 0:00:00,loose road gravel (fill),1,0,1,41.55608,-88.31858,593.205749511719
"1239007","120932471000",DESCRIPTIONS,BBC,5/9/2007 0:00:00,"sand, medium, well sorted with <5% pea gravel, disturbed",0.4,5.3,5.7,41.55608,-88.31858,593.205749511719
"1239008","120932471000",DESCRIPTIONS,BBC,5/9/2007 0:00:00,"sand, very fine, very well sorted, finely stratified, disturbed, calcareous. abandoned hole do to flowing sand",1,16,17,41.55608,-88.31858,593.205749511719
"1239009","120932471000",DESCRIPTIONS,BBC,5/9/2007 0:00:00,silt loam as above,0.5,15.5,16,41.55608,-88.31858,593.205749511719
"1239010","120932471000",DESCRIPTIONS,BBC,5/9/2007 0:00:00,"silt loam with intervals containing common silt laminae, disturbed, but laminated in most places, grey (5Y 5/1), calcareous",3,12,15,41.55608,-88.31858,593.205749511719
"1239011","120932471000",DESCRIPTIONS,BBC,5/9/2007 0:00:00,"silt loam, vaguely laminated, grey (2.5Y 6/1) and brownish yellow (10YR 6/6), calcareous, clear upper boundary and abrupt lower boundary",0.5,4.8,5.3,41.55608,-88.31858,593.205749511719
"1239012","120932471000",DESCRIPTIONS,BBC,5/9/2007 0:00:00,"silty clay loam, black (2.5Y 2.5/1), featureless (Peoria Silt)",0.9,1,1.9,41.55608,-88.31858,593.205749511719
"1239013","120932471000",DESCRIPTIONS,BBC,5/9/2007 0:00:00,"silty clay, greyish brown (2.5Y 5/2), with few laminae of calcareous silt disrupted by subvertical discontinuities with very thick, continuous argillans (light grey 5Y 7/1) [Equality Farm]",1.9,5.7,7.6,41.55608,-88.31858,593.205749511719
"1239014","120932471000",DESCRIPTIONS,BBC,5/9/2007 0:00:00,"silty clay, well expressed medium reticulate structure (worm burrows with continuous medium argillans (grey 2.5Y 4.5/1)) with light olive brown matrix and few, fine Fe/Mn concretions; leached of carbonate; coarse primatic structure overprint with thick, continuous argillans",0.6,2.2,2.8,41.55608,-88.31858,593.205749511719
"1239015","120932471000",DESCRIPTIONS,BBC,5/9/2007 0:00:00,transition zone,0.3,1.9,2.2,41.55608,-88.31858,593.205749511719
"798119","120550009800",FORMATION_TOPS,nan,nan,Danville Coal #7,,541,542,38.030668,-88.88711,446.625640869141
"798120","120550009800",FORMATION_TOPS,nan,nan,Herrin Coal #6,,666,673,38.030668,-88.88711,446.625640869141
"798121","120550009800",FORMATION_TOPS,nan,nan,No 6 Coal,,666,,38.030668,-88.88711,446.625640869141
"104332","120190029400",WFORMATIONS,nan,nan,S.S. #21461,0,0,0,40.054491,-88.457531,709.435668945313
"104333","120190029400",WFORMATIONS,nan,nan,no sample,5,25,30,40.054491,-88.457531,709.435668945313
"104334","120190029400",WFORMATIONS,nan,nan,no sample,5,60,65,40.054491,-88.457531,709.435668945313
"104335","120190029400",WFORMATIONS,nan,nan,no sample,5,90,95,40.054491,-88.457531,709.435668945313
"104336","120190029400",WFORMATIONS,nan,nan,no sample,5,95,100,40.054491,-88.457531,709.435668945313
"104337","120190029400",WFORMATIONS,nan,nan,no sample,5,110,115,40.054491,-88.457531,709.435668945313
"104338","120190029400",WFORMATIONS,nan,nan,no sample,5,155,160,40.054491,-88.457531,709.435668945313
"104339","120190029400",WFORMATIONS,nan,nan,no sample,5,185,190,40.054491,-88.457531,709.435668945313
"104340","120190029400",WFORMATIONS,nan,nan,no sample,10,5,15,40.054491,-88.457531,709.435668945313
"104341","120190029400",WFORMATIONS,nan,nan,no sample,10,40,50,40.054491,-88.457531,709.435668945313
"104342","120190029400",WFORMATIONS,nan,nan,no sample,10,165,175,40.054491,-88.457531,709.435668945313
"104343","120190029400",WFORMATIONS,nan,nan,no sample,10,200,210,40.054491,-88.457531,709.435668945313
"104344","120190029400",WFORMATIONS,nan,nan,"soil,dk brn noncalc;till bf vy gvl calc",5,245,250,40.054491,-88.457531,709.435668945313
"104345","120190029400",WFORMATIONS,nan,nan,"till, argil silty w/coarse s calcareous",5,15,20,40.054491,-88.457531,709.435668945313
"104346","120190029400",WFORMATIONS,nan,nan,"till, brownish buff, sandy, calcareous",5,215,220,40.054491,-88.457531,709.435668945313
"104347","120190029400",WFORMATIONS,nan,nan,"till, brownsih buff, sandy, calcareous",5,210,215,40.054491,-88.457531,709.435668945313
"104348","120190029400",WFORMATIONS,nan,nan,"till, gray slightly pink gravelly calc",5,50,55,40.054491,-88.457531,709.435668945313
"104349","120190029400",WFORMATIONS,nan,nan,"till, gray, silty, calcareous",5,190,195,40.054491,-88.457531,709.435668945313
"104350","120190029400",WFORMATIONS,nan,nan,"till, gry, f, gravelly, calcareous",5,85,90,40.054491,-88.457531,709.435668945313
"104351","120190029400",WFORMATIONS,nan,nan,"till, gry, sty, gravelly calcareous",5,35,40,40.054491,-88.457531,709.435668945313
"104352","120190029400",WFORMATIONS,nan,nan,"till, gry, sty, with crs s, calcareous",5,30,35,40.054491,-88.457531,709.435668945313
"104353","120190029400",WFORMATIONS,nan,nan,"till, lgt gry, sty w/soil & gvl calc",5,100,105,40.054491,-88.457531,709.435668945313
"104354","120190029400",WFORMATIONS,nan,nan,"till, lgt gry, sty w/soil & gvl calc",5,105,110,40.054491,-88.457531,709.435668945313
"104355","120190029400",WFORMATIONS,nan,nan,"till, light gray buff silty, calcareous",5,195,200,40.054491,-88.457531,709.435668945313
"104356","120190029400",WFORMATIONS,nan,nan,"till, light gray slightly brnsh, calc",5,130,135,40.054491,-88.457531,709.435668945313
"104357","120190029400",WFORMATIONS,nan,nan,"till, light gray slightly brnsh, calc",5,160,165,40.054491,-88.457531,709.435668945313
"104358","120190029400",WFORMATIONS,nan,nan,"till, light gray slightly brnsh, calc",20,135,155,40.054491,-88.457531,709.435668945313
"104359","120190029400",WFORMATIONS,nan,nan,"till, pink, calcareous, and soil dk brn",5,70,75,40.054491,-88.457531,709.435668945313
"104360","120190029400",WFORMATIONS,nan,nan,"till, yellow,sty,ox & soil blk noncalc",5,0,5,40.054491,-88.457531,709.435668945313
"104361","120190029400",WFORMATIONS,nan,nan,"till, yellowish buff, gravelly calc",5,115,120,40.054491,-88.457531,709.435668945313
"104362","120190029400",WFORMATIONS,nan,nan,"till,,gry sty w/crs s;f gvl,calc w/soil",5,20,25,40.054491,-88.457531,709.435668945313
"104363","120190029400",WFORMATIONS,nan,nan,"till,bf,vy gvlly,calc w/highly ox frags",5,240,245,40.054491,-88.457531,709.435668945313
"104364","120190029400",WFORMATIONS,nan,nan,"till,brnsh bf,sy,calc w/dk brn s frags",5,220,225,40.054491,-88.457531,709.435668945313
"104365","120190029400",WFORMATIONS,nan,nan,"till,brnsh bf,sy,calc w/dk brn s frags",5,225,230,40.054491,-88.457531,709.435668945313
"104366","120190029400",WFORMATIONS,nan,nan,"till,brownish buff,gravelly calcareous",5,235,240,40.054491,-88.457531,709.435668945313
"104367","120190029400",WFORMATIONS,nan,nan,"till,buff, very gravelly, calcareous",5,250,255,40.054491,-88.457531,709.435668945313
"104368","120190029400",WFORMATIONS,nan,nan,"till,buff,slightly pinkish,some ox,calc",5,255,260,40.054491,-88.457531,709.435668945313
"104369","120190029400",WFORMATIONS,nan,nan,"till,buff,vy sy gravelly w/soil dk brown",5,230,235,40.054491,-88.457531,709.435668945313
"104370","120190029400",WFORMATIONS,nan,nan,"till,gry,slgtly pnk&gvl with soil frags",5,55,60,40.054491,-88.457531,709.435668945313
"104371","120190029400",WFORMATIONS,nan,nan,"till,gry,vy f,sy,calc w/orange fragment",5,175,180,40.054491,-88.457531,709.435668945313
"104372","120190029400",WFORMATIONS,nan,nan,"till,gry,vy f,sy,calc w/orn frag;fewoxst",5,180,185,40.054491,-88.457531,709.435668945313
"104373","120190029400",WFORMATIONS,nan,nan,"till,pnk,with orange fragments sty, calc",5,65,70,40.054491,-88.457531,709.435668945313
"104374","120190029400",WFORMATIONS,nan,nan,"till,pnksh calc w/orn st noncalc-brn bf",5,75,80,40.054491,-88.457531,709.435668945313
"104375","120190029400",WFORMATIONS,nan,nan,"till,slgt pnksh,gvly,calc w/dk brn soil",5,120,125,40.054491,-88.457531,709.435668945313
"104376","120190029400",WFORMATIONS,nan,nan,"till,slgtly pnksh,gvlly,calc w/soil frag",5,125,130,40.054491,-88.457531,709.435668945313
"104377","120190029400",WFORMATIONS,nan,nan,"yill,pnksh sty, calc-Basal Shelbyville",5,80,85,40.054491,-88.457531,709.435668945313
"1070349","120830017700",FORMATION_TOPS,nan,nan,Decorah,,145,,38.985775,-90.490005,550.585144042969
"1070350","120830017700",FORMATION_TOPS,nan,nan,Kimmswick,,45,,38.985775,-90.490005,550.585144042969
"1070351","120830017700",FORMATION_TOPS,nan,nan,Maquoketa,,10,,38.985775,-90.490005,550.585144042969
"1070352","120830017700",FORMATION_TOPS,nan,nan,Ordovician,,10,,38.985775,-90.490005,550.585144042969
"1070353","120830017700",FORMATION_TOPS,nan,nan,Plattin,,145,,38.985775,-90.490005,550.585144042969
"1070354","120830017700",WFORMATIONS,nan,nan,clay,10,0,10,38.985775,-90.490005,550.585144042969
"1070355","120830017700",WFORMATIONS,nan,nan,clay,15,15,30,38.985775,-90.490005,550.585144042969
"1070356","120830017700",WFORMATIONS,nan,nan,"clay and boulders, mixed",5,10,15,38.985775,-90.490005,550.585144042969
"1070357","120830017700",WFORMATIONS,nan,nan,clay and rock mixture,5,40,45,38.985775,-90.490005,550.585144042969
"1070358","120830017700",WFORMATIONS,nan,nan,"clay, blue, soft",10,30,40,38.985775,-90.490005,550.585144042969
"1070359","120830017700",WFORMATIONS,nan,nan,"lime, buff to brown, hard",20,170,190,38.985775,-90.490005,550.585144042969
"1070360","120830017700",WFORMATIONS,nan,nan,"lime, buff to brown, soft, water",5,145,150,38.985775,-90.490005,550.585144042969
"1070361","120830017700",WFORMATIONS,nan,nan,"lime, buff, some flint",5,50,55,38.985775,-90.490005,550.585144042969
"1070362","120830017700",WFORMATIONS,nan,nan,"lime, dark gray, hard",15,155,170,38.985775,-90.490005,550.585144042969
"1070363","120830017700",WFORMATIONS,nan,nan,"lime, dark gray, very hard",5,150,155,38.985775,-90.490005,550.585144042969
"1070364","120830017700",WFORMATIONS,nan,nan,"lime, gray, hard",50,90,140,38.985775,-90.490005,550.585144042969
"1070365","120830017700",WFORMATIONS,nan,nan,"lime, hard",35,55,90,38.985775,-90.490005,550.585144042969
"1070366","120830017700",WFORMATIONS,nan,nan,"lime, rock, gray, hard",5,140,145,38.985775,-90.490005,550.585144042969
"1070367","120830017700",WFORMATIONS,nan,nan,"rock, very hard",5,45,50,38.985775,-90.490005,550.585144042969
"230576","120250479400",FORMATION_TOPS,nan,nan,Aux Vases,,2975,,38.654534,-88.35132,476.917114257813
"230577","120250479400",FORMATION_TOPS,nan,nan,Barlow,,2709,2721,38.654534,-88.35132,476.917114257813
"230578","120250479400",FORMATION_TOPS,nan,nan,Benoist,,2910,2919,38.654534,-88.35132,476.917114257813
"230579","120250479400",FORMATION_TOPS,nan,nan,Cypress Lower,,2790,,38.654534,-88.35132,476.917114257813
"230580","120250479400",FORMATION_TOPS,nan,nan,Cypress Upper,,2723,2750,38.654534,-88.35132,476.917114257813
"230581","120250479400",FORMATION_TOPS,nan,nan,Glen Dean,,2550,2562,38.654534,-88.35132,476.917114257813
"230582","120250479400",FORMATION_TOPS,nan,nan,Golconda,,2627,,38.654534,-88.35132,476.917114257813
"230583","120250479400",FORMATION_TOPS,nan,nan,McClosky,,3066,,38.654534,-88.35132,476.917114257813
"230584","120250479400",FORMATION_TOPS,nan,nan,Paint Creek Lower,,2893,2901,38.654534,-88.35132,476.917114257813
"230585","120250479400",FORMATION_TOPS,nan,nan,Paint Creek Upper,,2854,2864,38.654534,-88.35132,476.917114257813
"230586","120250479400",FORMATION_TOPS,nan,nan,Renault Lower,,2956,2972,38.654534,-88.35132,476.917114257813
"230587","120250479400",FORMATION_TOPS,nan,nan,Ste Genevieve,,3031,,38.654534,-88.35132,476.917114257813
"2895927","121974078500",WFORMATIONS,nan,nan,clay,20,0,20,41.699066,-88.238771,697.300720214844
"2895928","121974078500",WFORMATIONS,nan,nan,gravel,7,45,52,41.699066,-88.238771,697.300720214844
"2895929","121974078500",WFORMATIONS,nan,nan,gravel,10,30,40,41.699066,-88.238771,697.300720214844
"2895930","121974078500",WFORMATIONS,nan,nan,hard shaley lime,40,200,240,41.699066,-88.238771,697.300720214844
"2895931","121974078500",WFORMATIONS,nan,nan,hardpan gravel,6,52,58,41.699066,-88.238771,697.300720214844
"2895932","121974078500",WFORMATIONS,nan,nan,limestone,60,240,300,41.699066,-88.238771,697.300720214844
"2895933","121974078500",WFORMATIONS,nan,nan,limestone,142,58,200,41.699066,-88.238771,697.300720214844
"2895934","121974078500",WFORMATIONS,nan,nan,sand,5,40,45,41.699066,-88.238771,697.300720214844
"2895935","121974078500",WFORMATIONS,nan,nan,sand,10,20,30,41.699066,-88.238771,697.300720214844
"2107283","121450205700",FORMATION_TOPS,nan,nan,Herrin Coal #6,,70,76,37.968858,-89.276018,462.382232666016
"416928","120313525100",HWYBRIDGE_LOG,nan,nan,organic clay - trace roots dark gray & slightly dark brown,1,4,5,42.001008,-88.139246,790.510009765625
"416929","120313525100",HWYBRIDGE_LOG,nan,nan,"silty clay, moderately organic, trace sand, roots, gravel & topsoil - gray brown to dark gray - stiff",1,5,6,42.001008,-88.139246,790.510009765625
"416930","120313525100",HWYBRIDGE_LOG,nan,nan,"silty clay, some gravel - trace sand - gray-brown, very stiff (cobble @ 24.5' according to driller's field log)",5,22,27,42.001008,-88.139246,790.510009765625
"416931","120313525100",HWYBRIDGE_LOG,nan,nan,"silty clay, trace sand & gravel - brown & slightly gray - stiff (layer of sand & gravel @ 8' and boulder @ 12', according to driller's field log)",6,6,12,42.001008,-88.139246,790.510009765625
"416932","120313525100",HWYBRIDGE_LOG,nan,nan,"silty clay, trace sand & gravel - gray - very stiff",6,16,22,42.001008,-88.139246,790.510009765625
"416933","120313525100",HWYBRIDGE_LOG,nan,nan,"silty clay, trace sand & gravel - gray very stiff",3.4,32,35.4,42.001008,-88.139246,790.510009765625
"416934","120313525100",HWYBRIDGE_LOG,nan,nan,"silty clay, trace sand & gravel, gray - brown, hard",4,12,16,42.001008,-88.139246,790.510009765625
"416935","120313525100",HWYBRIDGE_LOG,nan,nan,"silty sandy clay, trace gravel - gray hard(est) - saturated (poor recovery)",5,27,32,42.001008,-88.139246,790.510009765625
"416936","120313525100",HWYBRIDGE_LOG,nan,nan,water,4,0,4,42.001008,-88.139246,790.510009765625
"1084507","120852146400",WFORMATIONS,nan,nan,Galena,49,241,290,42.218105,-89.955639,882.76171875
"1084508","120852146400",WFORMATIONS,nan,nan,Niagara,37,13,50,42.218105,-89.955639,882.76171875
"1084509","120852146400",WFORMATIONS,nan,nan,Oil Rock (Guttenberg formation),5,290,295,42.218105,-89.955639,882.76171875
"1084510","120852146400",WFORMATIONS,nan,nan,Platteville,80,295,375,42.218105,-89.955639,882.76171875
"1084511","120852146400",WFORMATIONS,nan,nan,blue clay,191,50,241,42.218105,-89.955639,882.76171875
"1084512","120852146400",WFORMATIONS,nan,nan,brown clay,12,1,13,42.218105,-89.955639,882.76171875
"1084513","120852146400",WFORMATIONS,nan,nan,topsoil,1,0,1,42.218105,-89.955639,882.76171875
"471274","120314404700",HWYBRIDGE_LOG,nan,nan,"fair to excellent, gray dolostone -bedrock-",15.5,71,86.5,41.880971,-87.691659,606.433654785156
"471275","120314404700",HWYBRIDGE_LOG,nan,nan,"gray, well-graded sand; saturated",1.8,49.7,51.5,41.880971,-87.691659,606.433654785156
"471276","120314404700",HWYBRIDGE_LOG,nan,nan,"hard, gray lean clay with sand, little gravel -few silt lenses at 56.5'-",15.25,51.5,66.75,41.880971,-87.691659,606.433654785156
"471277","120314404700",HWYBRIDGE_LOG,nan,nan,"hard, gray silty clay",2.95,46.75,49.7,41.880971,-87.691659,606.433654785156
"471278","120314404700",HWYBRIDGE_LOG,nan,nan,"loose, black to brown, well-graded sand with gravel; moist -fill-",3,0,3,41.880971,-87.691659,606.433654785156
"471279","120314404700",HWYBRIDGE_LOG,nan,nan,"loose, brown, well-graded sand with gravel, some lean clay; moist -fill-",6.25,9.25,15.5,41.880971,-87.691659,606.433654785156
"471280","120314404700",HWYBRIDGE_LOG,nan,nan,"medium dense, gray silt; dry",2.25,44.5,46.75,41.880971,-87.691659,606.433654785156
"471281","120314404700",HWYBRIDGE_LOG,nan,nan,"stiff, brown and gray lean clay with sand",5,15.5,20.5,41.880971,-87.691659,606.433654785156
"471282","120314404700",HWYBRIDGE_LOG,nan,nan,"stiff, dark brown lean clay with sand -fill-",3.75,5.5,9.25,41.880971,-87.691659,606.433654785156
"471283","120314404700",HWYBRIDGE_LOG,nan,nan,"very dense, gray silt; moist",4.25,66.75,71,41.880971,-87.691659,606.433654785156
"471284","120314404700",HWYBRIDGE_LOG,nan,nan,"very loose, brown, well-graded sand; moist -fill-",2.5,3,5.5,41.880971,-87.691659,606.433654785156
"471285","120314404700",HWYBRIDGE_LOG,nan,nan,"very soft to soft, gray lean clay; wet",21.25,20.5,41.75,41.880971,-87.691659,606.433654785156
"471286","120314404700",HWYBRIDGE_LOG,nan,nan,"very stiff, gray sandy lean clay",2.75,41.75,44.5,41.880971,-87.691659,606.433654785156
"231850","120250492000",FORMATION_TOPS,PI,nan,Salem,,3553,,38.618285,-88.32406,458.877624511719
"231851","120250492000",FORMATION_TOPS,PI,nan,St Louis,,3368,,38.618285,-88.32406,458.877624511719
"231852","120250492000",FORMATION_TOPS,PI,nan,St Louis Dolomite,,3242,3256,38.618285,-88.32406,458.877624511719
"231853","120250492000",FORMATION_TOPS,SC,nan,Aux Vases,,2910,2916,38.618285,-88.32406,458.877624511719
"231854","120250492000",FORMATION_TOPS,SC,nan,Barlow,,2626,2640,38.618285,-88.32406,458.877624511719
"231855","120250492000",FORMATION_TOPS,SC,nan,Benoist,,2792,2802,38.618285,-88.32406,458.877624511719
"231856","120250492000",FORMATION_TOPS,SC,nan,Cypress,,2654,2662,38.618285,-88.32406,458.877624511719
"231857","120250492000",FORMATION_TOPS,SC,nan,Glen Dean,,2476,2483,38.618285,-88.32406,458.877624511719
"231858","120250492000",FORMATION_TOPS,SC,nan,McClosky,,3062,3073,38.618285,-88.32406,458.877624511719
"231859","120250492000",FORMATION_TOPS,SC,nan,Paint Creek Lower,,2776,2787,38.618285,-88.32406,458.877624511719
"231860","120250492000",FORMATION_TOPS,SC,nan,Renault Lower,,2885,2900,38.618285,-88.32406,458.877624511719
"231861","120250492000",FORMATION_TOPS,SC,nan,Ste Genevieve,,2950,,38.618285,-88.32406,458.877624511719
"2385943","121712015700",WFORMATIONS,nan,nan,kinderhook,1,126,127,39.584283,-90.525133,480.795318603516
"2385944","121712015700",WFORMATIONS,nan,nan,limestone,91,35,126,39.584283,-90.525133,480.795318603516
"2385945","121712015700",WFORMATIONS,nan,nan,sand,26,0,26,39.584283,-90.525133,480.795318603516
"2385946","121712015700",WFORMATIONS,nan,nan,sand & mud,9,26,35,39.584283,-90.525133,480.795318603516
"724540","120490157100",WFORMATIONS,nan,nan,brown clay,12,1,13,39.147134,-88.466092,599.075561523438
"724541","120490157100",WFORMATIONS,nan,nan,brown top soil,1,0,1,39.147134,-88.466092,599.075561523438
"724542","120490157100",WFORMATIONS,nan,nan,gray sand,7,28,35,39.147134,-88.466092,599.075561523438
"724543","120490157100",WFORMATIONS,nan,nan,gray sandy clay,10,35,45,39.147134,-88.466092,599.075561523438
"724544","120490157100",WFORMATIONS,nan,nan,yellow sand,2,26,28,39.147134,-88.466092,599.075561523438
"724545","120490157100",WFORMATIONS,nan,nan,yellow sandy clay,13,13,26,39.147134,-88.466092,599.075561523438
"2335309","121652519200",FORMATION_TOPS, ,nan,Aux Vases,,2868,,37.815287,-88.549992,389.508453369141
"2335310","121652519200",FORMATION_TOPS, ,nan,Barlow,,2520,2538,37.815287,-88.549992,389.508453369141
"2335311","121652519200",FORMATION_TOPS, ,nan,Cypress,,2562,2612,37.815287,-88.549992,389.508453369141
"2335312","121652519200",FORMATION_TOPS, ,nan,Glen Dean Lower,,2280,2306,37.815287,-88.549992,389.508453369141
"2335313","121652519200",FORMATION_TOPS, ,nan,Golconda,,2394,,37.815287,-88.549992,389.508453369141
"2335314","121652519200",FORMATION_TOPS, ,nan,Hardinsburg,,2316,2394,37.815287,-88.549992,389.508453369141
"2335315","121652519200",FORMATION_TOPS, ,nan,Kinkaid Lower,,1726,1754,37.815287,-88.549992,389.508453369141
"2335316","121652519200",FORMATION_TOPS, ,nan,Little Menard,,2064,2070,37.815287,-88.549992,389.508453369141
"2335317","121652519200",FORMATION_TOPS, ,nan,McClosky,,3022,,37.815287,-88.549992,389.508453369141
"2335318","121652519200",FORMATION_TOPS, ,nan,Menard,,1978,,37.815287,-88.549992,389.508453369141
"2335319","121652519200",FORMATION_TOPS, ,nan,Menard Lower,,2064,2070,37.815287,-88.549992,389.508453369141
"2335320","121652519200",FORMATION_TOPS, ,nan,Ohara,,2954,,37.815287,-88.549992,389.508453369141
"2335321","121652519200",FORMATION_TOPS, ,nan,Paint Creek,,2654,2696,37.815287,-88.549992,389.508453369141
"2335322","121652519200",FORMATION_TOPS, ,nan,Palestine,,1924,1946,37.815287,-88.549992,389.508453369141
"2335323","121652519200",FORMATION_TOPS, ,nan,Renault Lower,,2860,2867,37.815287,-88.549992,389.508453369141
"2335324","121652519200",FORMATION_TOPS, ,nan,Rosiclare,,2990,,37.815287,-88.549992,389.508453369141
"2335325","121652519200",FORMATION_TOPS, ,nan,Ste Genevieve,,2946,,37.815287,-88.549992,389.508453369141
"2335326","121652519200",FORMATION_TOPS, ,nan,Tar Springs,,2164,2236,37.815287,-88.549992,389.508453369141
"2335327","121652519200",FORMATION_TOPS, ,nan,Vienna,,2126,2130,37.815287,-88.549992,389.508453369141
"2897338","121974119900",WFORMATIONS,nan,nan,broken rock,3,90,93,41.407091,-87.734824,775.947814941406
"2897339","121974119900",WFORMATIONS,nan,nan,clay,10,40,50,41.407091,-87.734824,775.947814941406
"2897340","121974119900",WFORMATIONS,nan,nan,clay,10,80,90,41.407091,-87.734824,775.947814941406
"2897341","121974119900",WFORMATIONS,nan,nan,clay,30,0,30,41.407091,-87.734824,775.947814941406
"2897342","121974119900",WFORMATIONS,nan,nan,gravel,10,30,40,41.407091,-87.734824,775.947814941406
"2897343","121974119900",WFORMATIONS,nan,nan,gravel,30,50,80,41.407091,-87.734824,775.947814941406
"2897344","121974119900",WFORMATIONS,nan,nan,limestone,107,93,200,41.407091,-87.734824,775.947814941406
"1032665","120810017700",FORMATION_TOPS,nan,nan,Glen Dean,,1678,,38.330663,-89.057834,500.651916503906
"1032666","120810017700",FORMATION_TOPS,nan,nan,McClosky,,2298,,38.330663,-89.057834,500.651916503906
"2371728","121672492200",WFORMATIONS,nan,nan,black dirt,2,0,2,39.736889,-89.553819,576.302612304688
"2371729","121672492200",WFORMATIONS,nan,nan,brown clay,11,2,13,39.736889,-89.553819,576.302612304688
"2371730","121672492200",WFORMATIONS,nan,nan,brown clay,12,14,26,39.736889,-89.553819,576.302612304688
"2371731","121672492200",WFORMATIONS,nan,nan,gray clay,24,26,50,39.736889,-89.553819,576.302612304688
"2371732","121672492200",WFORMATIONS,nan,nan,sand,1,13,14,39.736889,-89.553819,576.302612304688
"2658981","121913050000",FORMATION_TOPS,ST,nan,Aux Vases,,3204,3234,38.375155,-88.479939,416.522888183594
"2658982","121913050000",FORMATION_TOPS,ST,nan,Barlow,,2884,2891,38.375155,-88.479939,416.522888183594
"2658983","121913050000",FORMATION_TOPS,ST,nan,Benoist,,3089,3128,38.375155,-88.479939,416.522888183594
"2658984","121913050000",FORMATION_TOPS,ST,nan,Cypress Lower,,2958,3076,38.375155,-88.479939,416.522888183594
"2658985","121913050000",FORMATION_TOPS,ST,nan,Cypress Upper,,2908,2941,38.375155,-88.479939,416.522888183594
"2658986","121913050000",FORMATION_TOPS,ST,nan,Glen Dean,,2687,2709,38.375155,-88.479939,416.522888183594
"2658987","121913050000",FORMATION_TOPS,ST,nan,Golconda,,2790,2830,38.375155,-88.479939,416.522888183594
"2658988","121913050000",FORMATION_TOPS,ST,nan,Hardinsburg,,2741,2759,38.375155,-88.479939,416.522888183594
"2658989","121913050000",FORMATION_TOPS,ST,nan,McClosky,,3328,,38.375155,-88.479939,416.522888183594
"2658990","121913050000",FORMATION_TOPS,ST,nan,Ohara,,3294,3302,38.375155,-88.479939,416.522888183594
"2658991","121913050000",FORMATION_TOPS,ST,nan,Paint Creek,,3076,3083,38.375155,-88.479939,416.522888183594
"2658992","121913050000",FORMATION_TOPS,ST,nan,Renault Lower,,3190,3200,38.375155,-88.479939,416.522888183594
"2658993","121913050000",FORMATION_TOPS,ST,nan,Renault Upper,,3151,3163,38.375155,-88.479939,416.522888183594
"2658994","121913050000",FORMATION_TOPS,ST,nan,St Louis,,3401,,38.375155,-88.479939,416.522888183594
"2658995","121913050000",FORMATION_TOPS,ST,nan,Ste Genevieve,,3246,,38.375155,-88.479939,416.522888183594
"2658996","121913050000",FORMATION_TOPS,ST,nan,Tar Springs,,2590,2667,38.375155,-88.479939,416.522888183594
"2658997","121913050000",FORMATION_TOPS,ST,nan,Vienna,,2567,2571,38.375155,-88.479939,416.522888183594
"516161","120315035900",HWYBRIDGE_LOG,nan,nan,"3"" Bituminous pavement",0.25,0,0.25,41.963033,-87.744743,585.475219726563
"516162","120315035900",HWYBRIDGE_LOG,nan,nan,"7"" P.C. concrete",0.55,0.25,0.8,41.963033,-87.744743,585.475219726563
"516163","120315035900",HWYBRIDGE_LOG,nan,nan,"Dense gray silty loam, occasional silt layer, moist A-4",5,13,18,41.963033,-87.744743,585.475219726563
"516164","120315035900",HWYBRIDGE_LOG,nan,nan,Fill - crushed limestone,0.4,0.8,1.2,41.963033,-87.744743,585.475219726563
"516165","120315035900",HWYBRIDGE_LOG,nan,nan,"Fill - gray clay, moist A-6",1.8,1.2,3,41.963033,-87.744743,585.475219726563
"516166","120315035900",HWYBRIDGE_LOG,nan,nan,"Hard gray clay, occasional very silty layer, moist to damp A-6",2,28,30,41.963033,-87.744743,585.475219726563
"516167","120315035900",HWYBRIDGE_LOG,nan,nan,"Hard gray clay, trace gravel, damp A-6",7.5,18,25.5,41.963033,-87.744743,585.475219726563
"516168","120315035900",HWYBRIDGE_LOG,nan,nan,"Tough to very tough gray clay, moist A-6",5,3,8,41.963033,-87.744743,585.475219726563
"516169","120315035900",HWYBRIDGE_LOG,nan,nan,"Very tough gray clay, moist A-6",5,8,13,41.963033,-87.744743,585.475219726563
"516170","120315035900",HWYBRIDGE_LOG,nan,nan,"Very tough gray clay, trace gravel, moist A-6",2.5,25.5,28,41.963033,-87.744743,585.475219726563
"582502","120372205600",WFORMATIONS,nan,nan,boulders,3,57,60,42.045553,-88.926063,831.596374511719
"582503","120372205600",WFORMATIONS,nan,nan,boulders,14,86,100,42.045553,-88.926063,831.596374511719
"582504","120372205600",WFORMATIONS,nan,nan,clay,5,0,5,42.045553,-88.926063,831.596374511719
"582505","120372205600",WFORMATIONS,nan,nan,clay,26,60,86,42.045553,-88.926063,831.596374511719
"582506","120372205600",WFORMATIONS,nan,nan,clay,45,12,57,42.045553,-88.926063,831.596374511719
"582507","120372205600",WFORMATIONS,nan,nan,gravel,4,100,104,42.045553,-88.926063,831.596374511719
"582508","120372205600",WFORMATIONS,nan,nan,gravel,7,5,12,42.045553,-88.926063,831.596374511719
"582509","120372205600",WFORMATIONS,nan,nan,limestone,41,104,145,42.045553,-88.926063,831.596374511719
